Facultad,Licenciatura,Bachillerato,Bioquimica Diagnostico Inicial,Intentos,Calificacion,Fecha,Bioquimica Diagnostico Final,Intentos,Calificacion,Fecha,Topicos de Salud I Diagnostico Inicial,Intentos,Calificacion,Fecha,Topicos de Salud I Diagnostico Final,Intentos,Calificacion,Fecha,Topicos de Salud II Diagnostico Inicial,Intentos,Calificacion,Fecha,Topicos de Salud II Diagnostico Final,Intentos,Calificacion,Fecha,Introducción a la Ética Diagnostico Inicial,Intentos,Calificacion,Fecha,Introducción a la Ética Diagnostico Final,Intentos,Calificacion,Fecha,Biologia Celular Diagnostico Inicial,Intentos,Calificacion,Fecha,Biologia Celular Diagnostico Final,Intentos,Calificacion,Fecha,"Lectura y Redacción, Diagnostico Inicial",Intentos,Calificacion,Fecha,"Lectura y Redacción, Diagnostico Final",Intentos,Calificacion,Fecha,"Matematicas, Diagnostico Inicial",Intentos,Calificacion,Fecha,"Matematicas, Diagnostico Final",Intentos,Calificacion,Fecha,"Estadistica en la investigación social, Diagnostico Inicial",Intentos,Calificacion,Fecha,"Estadistica en la investigación social, Diagnostico Final",Intentos,Calificacion,Fecha
fm-cu,medico_cirujano,enp,Bioquimica Diagnostico Inicial,1,4,4/29/2025,,,,,Topicos de Salud I Diagnostico Inicial,1,7,4/29/2025,,,,,Topicos de Salud II Diagnostico Inicial,1,8,4/29/2025,,,,,Introducción a la Ética Diagnostico Inicial,1,5,4/29/2025,,,,,Biologia Celular Diagnostico Inicial,1,7,4/29/2025,,,,,"Lectura y Redacción, Diagnostico Inicial",1,9,4/29/2025,,,,,"Matematicas, Diagnostico Inicial",1,9,4/29/2025,,,,,"Estadistica en la investigación social, Diagnostico Inicial",1,5,4/29/2025,,,,
fm-cu,medico_cirujano,otra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fm-cu,neurociencias,otra,Bioquimica Diagnostico Inicial,1,6,3/29/2025,,,,,Topicos de Salud I Diagnostico Inicial,1,4,3/18/2025,Topicos de Salud I Diagnostico Final,1,7,4/17/2025,Topicos de Salud II Diagnostico Inicial,1,7,4/6/2025,,,,,Introducción a la Ética Diagnostico Inicial,1,4,5/18/2025,,,,,Biologia Celular Diagnostico Inicial,1,6,4/6/2025,Biologia Celular Diagnostico Final,1,4,5/16/2025,"Lectura y Redacción, Diagnostico Inicial",1,7,4/29/2025,,,,,"Matematicas, Diagnostico Inicial",1,5,5/18/2025,,,,,,,,,,,,
fm-cu,medico_cirujano,inc-sep,Bioquimica Diagnostico Inicial,1,5,4/29/2025,,,,,Topicos de Salud I Diagnostico Inicial,1,6,5/1/2025,,,,,Topicos de Salud II Diagnostico Inicial,1,2,4/29/2025,,,,,Introducción a la Ética Diagnostico Inicial,1,8,4/30/2025,,,,,Biologia Celular Diagnostico Inicial,1,4,4/29/2025,,,,,"Lectura y Redacción, Diagnostico Inicial",1,6,4/29/2025,,,,,"Matematicas, Diagnostico Inicial",1,7,5/1/2025,,,,,"Estadistica en la investigación social, Diagnostico Inicial",1,5,4/30/2025,,,,
fm-cu,medico_cirujano,cch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fm-cu,com_medicina,inc-sep,Bioquimica Diagnostico Inicial,1,3,4/30/2025,,,,,Topicos de Salud I Diagnostico Inicial,1,6,5/6/2025,,,,,Topicos de Salud II Diagnostico Inicial,1,2,5/6/2025,,,,,Introducción a la Ética Diagnostico Inicial,1,7,5/6/2025,,,,,Biologia Celular Diagnostico Inicial,1,5,5/6/2025,,,,,"Lectura y Redacción, Diagnostico Inicial",1,9,5/6/2025,,,,,"Matematicas, Diagnostico Inicial",1,7,5/6/2025,,,,,"Estadistica en la investigación social, Diagnostico Inicial",1,6,5/6/2025,,,,
fm-cu,medico_cirujano,inc-sep,Bioquimica Diagnostico Inicial,1,6,4/17/2025,,,,,Topicos de Salud I Diagnostico Inicial,1,6,4/17/2025,,,,,Topicos de Salud II Diagnostico Inicial,1,8,4/17/2025,,,,,Introducción a la Ética Diagnostico Inicial,1,5,4/17/2025,Introducción a la Ética Diagnostico Final,14,10,6/3/2025,Biologia Celular Diagnostico Inicial,1,8,4/17/2025,,,,,"Lectura y Redacción, Diagnostico Inicial",1,8,4/17/2025,,,,,"Matematicas, Diagnostico Inicial",1,8,4/17/2025,,,,,"Estadistica en la investigación social, Diagnostico Inicial",1,8,4/17/2025,,,,
fm-cu,medico_cirujano,cch,,,,,,,,,Topicos de Salud I Diagnostico Inicial,1,7,4/30/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fm-cu,medico_cirujano,inc-unam,,,,,,,,,Topicos de Salud I Diagnostico Inicial,1,7,4/30/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fm-cu,medico_cirujano,inc-sep,Bioquimica Diagnostico Inicial,1,7,5/2/2025,,,,,Topicos de Salud I Diagnostico Inicial,1,8,5/2/2025,,,,,Topicos de Salud II Diagnostico Inicial,1,9,5/2/2025,,,,,Introducción a la Ética Diagnostico Inicial,1,8,5/2/2025,,,,,Biologia Celular Diagnostico Inicial,1,10,5/2/2025,,,,,"Lectura y Redacción, Diagnostico Inicial",1,10,5/2/2025,,,,,"Matematicas, Diagnostico Inicial",1,10,5/2/2025,,,,,"Estadistica en la investigación social, Diagnostico Inicial",1,8,5/2/2025,,,,
fm-cu,biomedica,cch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fm-cu,medico_cirujano,enp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fm-cu,medico_cirujano,enp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fm-cu,neurociencias,otra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fm-cu,medico_cirujano,otra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fm-cu,medico_cirujano,inc-sep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fm-cu,medico_cirujano,cch,Bioquimica Diagnostico Inicial,1,7,5/1/2025,,,,,Topicos de Salud I Diagnostico Inicial,1,8,5/1/2025,,,,,Topicos de Salud II Diagnostico Inicial,1,6,5/18/2025,,,,,,,,,,,,,Biologia Celular Diagnostico Inicial,1,10,5/1/2025,,,,,,,,,,,,,"Matematicas, Diagnostico Inicial",1,9,5/18/2025,,,,,"Estadistica en la investigación social, Diagnostico Inicial",1,9,5/18/2025,,,,
fm-cu,medico_cirujano,inc-sep,Bioquimica Diagnostico Inicial,1,6,3/3/2025,,,,,Topicos de Salud I Diagnostico Inicial,1,8,3/19/2025,,,,,Topicos de Salud II Diagnostico Inicial,1,6,3/19/2025,,,,,,,,,,,,,Biologia Celular Diagnostico Inicial,1,8,3/19/2025,,,,,"Lectura y Redacción, Diagnostico Inicial",1,6,3/19/2025,,,,,,,,,,,,,"Estadistica en la investigación social, Diagnostico Inicial",1,5,3/19/2025,,,,
fm-cu,medico_cirujano,inc-sep,Bioquimica Diagnostico Inicial,1,5,4/29/2025,,,,,Topicos de Salud I Diagnostico Inicial,1,6,5/1/2025,,,,,Topicos de Salud II Diagnostico Inicial,1,2,4/29/2025,,,,,Introducción a la Ética Diagnostico Inicial,1,8,4/30/2025,,,,,Biologia Celular Diagnostico Inicial,1,4,4/29/2025,,,,,"Lectura y Redacción, Diagnostico Inicial",1,6,4/29/2025,,,,,"Matematicas, Diagnostico Inicial",1,7,5/1/2025,,,,,"Estadistica en la investigación social, Diagnostico Inicial",1,5,4/30/2025,,,,
fm-cu,medico_cirujano,cch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fm-cu,medico_cirujano,inc-unam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fm-cu,medico_cirujano,inc-sep,Bioquimica Diagnostico Inicial,1,7,5/2/2025,,,,,Topicos de Salud I Diagnostico Inicial,1,8,5/2/2025,,,,,Topicos de Salud II Diagnostico Inicial,1,9,5/2/2025,,,,,Introducción a la Ética Diagnostico Inicial,1,8,5/2/2025,,,,,Biologia Celular Diagnostico Inicial,1,10,5/2/2025,,,,,"Lectura y Redacción, Diagnostico Inicial",1,10,5/2/2025,,,,,"Matematicas, Diagnostico Inicial",1,10,5/2/2025,,,,,"Estadistica en la investigación social, Diagnostico Inicial",1,8,5/2/2025,,,,
fm-cu,medico_cirujano,cch,Bioquimica Diagnostico Inicial,1,6,5/2/2025,,,,,Topicos de Salud I Diagnostico Inicial,1,6,5/2/2025,,,,,Topicos de Salud II Diagnostico Inicial,1,9,5/2/2025,,,,,Introducción a la Ética Diagnostico Inicial,1,6,5/2/2025,,,,,Biologia Celular Diagnostico Inicial,1,6,5/2/2025,,,,,"Lectura y Redacción, Diagnostico Inicial",1,4,5/2/2025,,,,,,,,,,,,,,,,,,,,
fm-cu,medico_cirujano,enp,Bioquimica Diagnostico Inicial,1,7,5/2/2025,,,,,Topicos de Salud I Diagnostico Inicial,1,8,5/2/2025,,,,,Topicos de Salud II Diagnostico Inicial,1,9,5/2/2025,,,,,Introducción a la Ética Diagnostico Inicial,1,8,5/2/2025,,,,,Biologia Celular Diagnostico Inicial,1,10,5/2/2025,,,,,"Lectura y Redacción, Diagnostico Inicial",1,10,5/2/2025,,,,,"Matematicas, Diagnostico Inicial",1,10,5/2/2025,,,,,"Estadistica en la investigación social, Diagnostico Inicial",1,8,5/2/2025,,,,
fm-cu,medico_cirujano,enp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fm-cu,medico_cirujano,otra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fm-cu,medico_cirujano,otra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fm-cu,medico_cirujano,inc-sep,Bioquimica Diagnostico Inicial,1,5,4/29/2025,,,,,Topicos de Salud I Diagnostico Inicial,1,6,5/1/2025,,,,,Topicos de Salud II Diagnostico Inicial,1,2,4/29/2025,,,,,Introducción a la Ética Diagnostico Inicial,1,8,4/30/2025,,,,,Biologia Celular Diagnostico Inicial,1,4,4/29/2025,,,,,"Lectura y Redacción, Diagnostico Inicial",1,6,4/29/2025,,,,,"Matematicas, Diagnostico Inicial",1,7,5/1/2025,,,,,"Estadistica en la investigación social, Diagnostico Inicial",1,5,4/30/2025,,,,
fm-cu,medico_cirujano,cch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fm-cu,medico_cirujano,inc-sep,Bioquimica Diagnostico Inicial,1,9,5/3/2025,,,,,,,,,,,,,Topicos de Salud II Diagnostico Inicial,1,5,5/3/2025,,,,,,,,,,,,,Biologia Celular Diagnostico Inicial,1,9,5/3/2025,,,,,"Lectura y Redacción, Diagnostico Inicial",1,8,5/3/2025,,,,,,,,,,,,,"Estadistica en la investigación social, Diagnostico Inicial",1,5,5/3/2025,,,,
fm-cu,medico_cirujano,inc-sep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fm-cu,medico_cirujano,cch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fm-cu,neurociencias,inc-unam,Bioquimica Diagnostico Inicial,1,6,3/29/2025,,,,,Topicos de Salud I Diagnostico Inicial,1,4,3/18/2025,Topicos de Salud I Diagnostico Final,1,7,4/17/2025,Topicos de Salud II Diagnostico Inicial,1,7,4/6/2025,,,,,Introducción a la Ética Diagnostico Inicial,1,4,5/18/2025,,,,,Biologia Celular Diagnostico Inicial,1,6,4/6/2025,Biologia Celular Diagnostico Final,1,4,5/16/2025,"Lectura y Redacción, Diagnostico Inicial",1,7,4/29/2025,,,,,"Matematicas, Diagnostico Inicial",1,5,5/18/2025,,,,,,,,,,,,
fm-cu,medico_cirujano,inc-sep,Bioquimica Diagnostico Inicial,1,5,4/29/2025,,,,,Topicos de Salud I Diagnostico Inicial,1,6,5/1/2025,,,,,Topicos de Salud II Diagnostico Inicial,1,2,4/29/2025,,,,,Introducción a la Ética Diagnostico Inicial,1,8,4/30/2025,,,,,Biologia Celular Diagnostico Inicial,1,4,4/29/2025,,,,,"Lectura y Redacción, Diagnostico Inicial",1,6,4/29/2025,,,,,"Matematicas, Diagnostico Inicial",1,7,5/1/2025,,,,,"Estadistica en la investigación social, Diagnostico Inicial",1,5,4/30/2025,,,,
fm-cu,medico_cirujano,cch,Bioquimica Diagnostico Inicial,1,5,4/27/2025,,,,,Topicos de Salud I Diagnostico Inicial,1,2,4/27/2025,,,,,Topicos de Salud II Diagnostico Inicial,1,4,4/27/2025,,,,,Introducción a la Ética Diagnostico Inicial,1,5,4/27/2025,,,,,Biologia Celular Diagnostico Inicial,1,6,4/27/2025,,,,,"Lectura y Redacción, Diagnostico Inicial",2,6,4/27/2025,,,,,"Matematicas, Diagnostico Inicial",1,4,4/27/2025,,,,,"Estadistica en la investigación social, Diagnostico Inicial",1,1,4/27/2025,,,,
fm-cu,medico_cirujano,enp,Bioquimica Diagnostico Inicial,1,5,4/27/2025,,,,,Topicos de Salud I Diagnostico Inicial,1,2,4/27/2025,,,,,Topicos de Salud II Diagnostico Inicial,1,4,4/27/2025,,,,,Introducción a la Ética Diagnostico Inicial,1,5,4/27/2025,,,,,Biologia Celular Diagnostico Inicial,1,6,4/27/2025,,,,,"Lectura y Redacción, Diagnostico Inicial",2,6,4/27/2025,,,,,"Matematicas, Diagnostico Inicial",1,4,4/27/2025,,,,,"Estadistica en la investigación social, Diagnostico Inicial",1,1,4/27/2025,,,,
fm-cu,medico_cirujano,enp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fm-cu,neurociencias,otra,Bioquimica Diagnostico Inicial,1,10,5/5/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Estadistica en la investigación social, Diagnostico Inicial",1,5,5/5/2025,,,,
fm-cu,neurociencias,otra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fm-cu,neurociencias,inc-sep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fm-cu,medico_cirujano,cch,Bioquimica Diagnostico Inicial,1,9,5/3/2025,,,,,,,,,,,,,Topicos de Salud II Diagnostico Inicial,1,5,5/3/2025,,,,,,,,,,,,,Biologia Celular Diagnostico Inicial,1,9,5/3/2025,,,,,"Lectura y Redacción, Diagnostico Inicial",1,8,5/3/2025,,,,,,,,,,,,,"Estadistica en la investigación social, Diagnostico Inicial",1,5,5/3/2025,,,,
fm-cu,medico_cirujano,inc-sep,Bioquimica Diagnostico Inicial,1,3,5/5/2025,,,,,Topicos de Salud I Diagnostico Inicial,1,5,5/5/2025,,,,,Topicos de Salud II Diagnostico Inicial,1,3,5/5/2025,,,,,Introducción a la Ética Diagnostico Inicial,1,7,5/5/2025,,,,,Biologia Celular Diagnostico Inicial,1,5,5/5/2025,,,,,"Lectura y Redacción, Diagnostico Inicial",1,4,5/5/2025,,,,,"Matematicas, Diagnostico Inicial",1,6,5/5/2025,,,,,"Estadistica en la investigación social, Diagnostico Inicial",1,3,5/5/2025,,,,
fm-cu,medico_cirujano,inc-sep,Bioquimica Diagnostico Inicial,1,5,4/29/2025,,,,,Topicos de Salud I Diagnostico Inicial,1,6,5/1/2025,,,,,Topicos de Salud II Diagnostico Inicial,1,2,4/29/2025,,,,,Introducción a la Ética Diagnostico Inicial,1,8,4/30/2025,,,,,Biologia Celular Diagnostico Inicial,1,4,4/29/2025,,,,,"Lectura y Redacción, Diagnostico Inicial",1,6,4/29/2025,,,,,"Matematicas, Diagnostico Inicial",1,7,5/1/2025,,,,,"Estadistica en la investigación social, Diagnostico Inicial",1,5,4/30/2025,,,,
fm-cu,medico_cirujano,cch,Bioquimica Diagnostico Inicial,1,4,4/29/2025,,,,,Topicos de Salud I Diagnostico Inicial,1,7,4/29/2025,,,,,Topicos de Salud II Diagnostico Inicial,1,8,4/29/2025,,,,,Introducción a la Ética Diagnostico Inicial,1,5,4/29/2025,,,,,Biologia Celular Diagnostico Inicial,1,7,4/29/2025,,,,,"Lectura y Redacción, Diagnostico Inicial",1,9,4/29/2025,,,,,"Matematicas, Diagnostico Inicial",1,9,4/29/2025,,,,,"Estadistica en la investigación social, Diagnostico Inicial",1,5,4/29/2025,,,,
fm-cu,medico_cirujano,inc-unam,Bioquimica Diagnostico Inicial,1,6,4/17/2025,,,,,Topicos de Salud I Diagnostico Inicial,1,6,4/17/2025,,,,,Topicos de Salud II Diagnostico Inicial,1,8,4/17/2025,,,,,Introducción a la Ética Diagnostico Inicial,1,5,4/17/2025,Introducción a la Ética Diagnostico Final,14,10,6/3/2025,Biologia Celular Diagnostico Inicial,1,8,4/17/2025,,,,,"Lectura y Redacción, Diagnostico Inicial",1,8,4/17/2025,,,,,"Matematicas, Diagnostico Inicial",1,8,4/17/2025,,,,,"Estadistica en la investigación social, Diagnostico Inicial",1,8,4/17/2025,,,,
fm-cu,medico_cirujano,inc-sep,Bioquimica Diagnostico Inicial,1,4,4/29/2025,,,,,Topicos de Salud I Diagnostico Inicial,1,7,4/29/2025,,,,,Topicos de Salud II Diagnostico Inicial,1,8,4/29/2025,,,,,Introducción a la Ética Diagnostico Inicial,1,5,4/29/2025,,,,,Biologia Celular Diagnostico Inicial,1,7,4/29/2025,,,,,"Lectura y Redacción, Diagnostico Inicial",1,9,4/29/2025,,,,,"Matematicas, Diagnostico Inicial",1,9,4/29/2025,,,,,"Estadistica en la investigación social, Diagnostico Inicial",1,5,4/29/2025,,,,
fm-cu,neurociencias,cch,Bioquimica Diagnostico Inicial,1,6,3/23/2025,,,,,,,,,,,,,Topicos de Salud II Diagnostico Inicial,1,7,3/23/2025,,,,,,,,,,,,,,,,,,,,,"Lectura y Redacción, Diagnostico Inicial",1,6,3/23/2025,,,,,,,,,,,,,,,,,,,,
fm-cu,medico_cirujano,enp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fm-cu,medico_cirujano,enp,Bioquimica Diagnostico Inicial,1,4,5/5/2025,,,,,Topicos de Salud I Diagnostico Inicial,1,6,5/5/2025,,,,,Topicos de Salud II Diagnostico Inicial,1,6,5/5/2025,,,,,,,,,,,,,Biologia Celular Diagnostico Inicial,1,4,5/5/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fm-cu,medico_cirujano,otra,Bioquimica Diagnostico Inicial,1,5,5/6/2025,,,,,,,,,,,,,Topicos de Salud II Diagnostico Inicial,1,5,5/6/2025,,,,,,,,,,,,,Biologia Celular Diagnostico Inicial,1,5,5/6/2025,,,,,"Lectura y Redacción, Diagnostico Inicial",1,6,5/6/2025,,,,,,,,,,,,,,,,,,,,
fm-cu,com_medicina,otra,Bioquimica Diagnostico Inicial,1,3,4/30/2025,,,,,Topicos de Salud I Diagnostico Inicial,1,6,5/6/2025,,,,,Topicos de Salud II Diagnostico Inicial,1,2,5/6/2025,,,,,Introducción a la Ética Diagnostico Inicial,1,7,5/6/2025,,,,,Biologia Celular Diagnostico Inicial,1,5,5/6/2025,,,,,"Lectura y Redacción, Diagnostico Inicial",1,9,5/6/2025,,,,,"Matematicas, Diagnostico Inicial",1,7,5/6/2025,,,,,"Estadistica en la investigación social, Diagnostico Inicial",1,6,5/6/2025,,,,
fm-cu,medico_cirujano,inc-sep,Bioquimica Diagnostico Inicial,1,6,4/18/2025,,,,,Topicos de Salud I Diagnostico Inicial,1,4,4/18/2025,,,,,Topicos de Salud II Diagnostico Inicial,1,7,4/18/2025,,,,,Introducción a la Ética Diagnostico Inicial,1,3,4/18/2025,,,,,Biologia Celular Diagnostico Inicial,1,6,4/18/2025,,,,,"Lectura y Redacción, Diagnostico Inicial",1,9,4/18/2025,,,,,"Matematicas, Diagnostico Inicial",1,6,4/18/2025,,,,,"Estadistica en la investigación social, Diagnostico Inicial",1,9,4/18/2025,,,,
fm-cu,medico_cirujano,cch,Bioquimica Diagnostico Inicial,1,9,5/3/2025,,,,,,,,,,,,,Topicos de Salud II Diagnostico Inicial,1,5,5/3/2025,,,,,,,,,,,,,Biologia Celular Diagnostico Inicial,1,9,5/3/2025,,,,,"Lectura y Redacción, Diagnostico Inicial",1,8,5/3/2025,,,,,,,,,,,,,"Estadistica en la investigación social, Diagnostico Inicial",1,5,5/3/2025,,,,
fm-cu,medico_cirujano,inc-sep,Bioquimica Diagnostico Inicial,1,5,4/29/2025,,,,,Topicos de Salud I Diagnostico Inicial,1,6,5/1/2025,,,,,Topicos de Salud II Diagnostico Inicial,1,2,4/29/2025,,,,,Introducción a la Ética Diagnostico Inicial,1,8,4/30/2025,,,,,Biologia Celular Diagnostico Inicial,1,4,4/29/2025,,,,,"Lectura y Redacción, Diagnostico Inicial",1,6,4/29/2025,,,,,"Matematicas, Diagnostico Inicial",1,7,5/1/2025,,,,,"Estadistica en la investigación social, Diagnostico Inicial",1,5,4/30/2025,,,,
fm-cu,neurociencias,inc-sep,,,,,,,,,Topicos de Salud I Diagnostico Inicial,1,3,5/7/2025,,,,,,,,,,,,,,,,,,,,,Biologia Celular Diagnostico Inicial,1,3,5/7/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fm-cu,medico_cirujano,cch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fm-cu,otra,inc-unam,Bioquimica Diagnostico Inicial,1,3,5/7/2025,,,,,Topicos de Salud I Diagnostico Inicial,1,4,5/7/2025,,,,,,,,,,,,,,,,,,,,,Biologia Celular Diagnostico Inicial,1,4,5/7/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fm-cu,medico_cirujano,inc-sep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fm-cu,medico_cirujano,cch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fm-cu,medico_cirujano,enp,Bioquimica Diagnostico Inicial,1,4,5/7/2025,,,,,Topicos de Salud I Diagnostico Inicial,1,5,5/7/2025,,,,,Topicos de Salud II Diagnostico Inicial,1,5,5/7/2025,,,,,Introducción a la Ética Diagnostico Inicial,1,7,5/7/2025,,,,,Biologia Celular Diagnostico Inicial,1,4,5/7/2025,,,,,"Lectura y Redacción, Diagnostico Inicial",1,4,5/7/2025,,,,,"Matematicas, Diagnostico Inicial",1,7,5/7/2025,,,,,"Estadistica en la investigación social, Diagnostico Inicial",1,3,5/7/2025,,,,
fm-cu,medico_cirujano,enp,Bioquimica Diagnostico Inicial,1,4,5/7/2025,,,,,Topicos de Salud I Diagnostico Inicial,1,5,5/7/2025,,,,,Topicos de Salud II Diagnostico Inicial,1,5,5/7/2025,,,,,Introducción a la Ética Diagnostico Inicial,1,7,5/7/2025,,,,,Biologia Celular Diagnostico Inicial,1,4,5/7/2025,,,,,"Lectura y Redacción, Diagnostico Inicial",1,4,5/7/2025,,,,,"Matematicas, Diagnostico Inicial",1,7,5/7/2025,,,,,"Estadistica en la investigación social, Diagnostico Inicial",1,3,5/7/2025,,,,
fm-cu,medico_cirujano,otra,Bioquimica Diagnostico Inicial,1,4,5/7/2025,,,,,Topicos de Salud I Diagnostico Inicial,1,5,5/7/2025,,,,,Topicos de Salud II Diagnostico Inicial,1,5,5/7/2025,,,,,Introducción a la Ética Diagnostico Inicial,1,7,5/7/2025,,,,,Biologia Celular Diagnostico Inicial,1,4,5/7/2025,,,,,"Lectura y Redacción, Diagnostico Inicial",1,4,5/7/2025,,,,,"Matematicas, Diagnostico Inicial",1,7,5/7/2025,,,,,"Estadistica en la investigación social, Diagnostico Inicial",1,3,5/7/2025,,,,
fm-cu,medico_cirujano,otra,Bioquimica Diagnostico Inicial,1,4,5/7/2025,,,,,Topicos de Salud I Diagnostico Inicial,1,5,5/7/2025,,,,,Topicos de Salud II Diagnostico Inicial,1,5,5/7/2025,,,,,Introducción a la Ética Diagnostico Inicial,1,7,5/7/2025,,,,,Biologia Celular Diagnostico Inicial,1,4,5/7/2025,,,,,"Lectura y Redacción, Diagnostico Inicial",1,4,5/7/2025,,,,,"Matematicas, Diagnostico Inicial",1,7,5/7/2025,,,,,"Estadistica en la investigación social, Diagnostico Inicial",1,3,5/7/2025,,,,
fm-cu,medico_cirujano,inc-sep,Bioquimica Diagnostico Inicial,1,4,5/7/2025,,,,,Topicos de Salud I Diagnostico Inicial,1,5,5/7/2025,,,,,Topicos de Salud II Diagnostico Inicial,1,5,5/7/2025,,,,,Introducción a la Ética Diagnostico Inicial,1,7,5/7/2025,,,,,Biologia Celular Diagnostico Inicial,1,4,5/7/2025,,,,,"Lectura y Redacción, Diagnostico Inicial",1,4,5/7/2025,,,,,"Matematicas, Diagnostico Inicial",1,7,5/7/2025,,,,,"Estadistica en la investigación social, Diagnostico Inicial",1,3,5/7/2025,,,,
fm-cu,medico_cirujano,cch,Bioquimica Diagnostico Inicial,1,4,5/7/2025,,,,,Topicos de Salud I Diagnostico Inicial,1,5,5/7/2025,,,,,Topicos de Salud II Diagnostico Inicial,1,5,5/7/2025,,,,,Introducción a la Ética Diagnostico Inicial,1,7,5/7/2025,,,,,Biologia Celular Diagnostico Inicial,1,4,5/7/2025,,,,,"Lectura y Redacción, Diagnostico Inicial",1,4,5/7/2025,,,,,"Matematicas, Diagnostico Inicial",1,7,5/7/2025,,,,,"Estadistica en la investigación social, Diagnostico Inicial",1,3,5/7/2025,,,,
fm-cu,medico_cirujano,inc-sep,Bioquimica Diagnostico Inicial,1,4,5/7/2025,,,,,Topicos de Salud I Diagnostico Inicial,1,5,5/7/2025,,,,,Topicos de Salud II Diagnostico Inicial,1,5,5/7/2025,,,,,Introducción a la Ética Diagnostico Inicial,1,7,5/7/2025,,,,,Biologia Celular Diagnostico Inicial,1,4,5/7/2025,,,,,"Lectura y Redacción, Diagnostico Inicial",1,4,5/7/2025,,,,,"Matematicas, Diagnostico Inicial",1,7,5/7/2025,,,,,"Estadistica en la investigación social, Diagnostico Inicial",1,3,5/7/2025,,,,
fm-cu,otra,inc-sep,Bioquimica Diagnostico Inicial,1,8,5/7/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
